problem,model,status,score,%test passed,time,memory
2023-sp_Two_Currencies,Qwen3-4B-Non-Thinking,RUNTIME_ERROR,0,0.00%,0.120,8.0
2023-sp_Festivals_in_JOI_Kingdom_2,Qwen3-4B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.000,0
2023-sp_Passport,Qwen3-4B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.000,0
2023-sp_Belt_Conveyor,Qwen3-4B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.000,0
2023-sp_Council,Qwen3-4B-Non-Thinking,RUNTIME_ERROR,0,13.91%,0.260,18.57421875
2023-sp_Mizuyokan_2,Qwen3-4B-Non-Thinking,RUNTIME_ERROR,0,0.00%,0.180,4.90625
2023-sp_Chorus,Qwen3-4B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.000,0
2023-sp_Cookies,Qwen3-4B-Non-Thinking,RUNTIME_ERROR,0,15.97%,0.000,0
2023-sp_Tourism,Qwen3-4B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.000,0
2023-sp_Super_Dango_Maker,Qwen3-4B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.000,0
2023-sp_Security_Guard,Qwen3-4B-Non-Thinking,COMPILATION_ERROR,0,0.00%,0.000,0
2023-sp_Bitaro’s_travel,Qwen3-4B-Non-Thinking,TIME_LIMIT_EXCEEDED,5,56.82%,2.380,3.1015625
