problem,status,score,%test passed,time,memory,pass_rate,subtask_0,subtask_1,subtask_2,subtask_3,subtask_4
autobus,MEMORY_LIMIT_EXCEEDED,0,16.33%,0.070,0.00390625,,0,0,0,0,0
karte,TIME_LIMIT_EXCEEDED,11,37.31%,1.160,0.00390625,,0,11,0,0,0
bojanje,RUNTIME_ERROR,0,5.80%,0.000,0,,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
procesor,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0
wow,RUNTIME_ERROR,0,5.56%,0.000,0,,0,0,0,0,0
zid,ACCEPTED,70,100.00%,0.200,3.6015625,,17,21,32,0,0
tornjevi,TIME_LIMIT_EXCEEDED,7,33.33%,2.210,9.09375,,7,0,0,0,0
crtez,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
stablo,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
sah,RUNTIME_ERROR,32,63.24%,0.090,0.00390625,,13,19,0,0,0
benzinska,ACCEPTED,70,100.00%,0.120,6.1796875,,15,30,25,0,0
xor,UNKNOWN,0,0.00%,0.000,0,,0,0,0,0,0
cipele,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.120,6.7109375,,0,0,0,0,0
tura,RUNTIME_ERROR,0,0.72%,0.070,2.5859375,,0,0,0,0,0
paradoks,RUNTIME_ERROR,10,35.90%,0.000,0,,10,0,0,0,0
igre,RUNTIME_ERROR,23,26.53%,0.100,1.55859375,,0,0,23,0,0
razlicitost,MEMORY_LIMIT_EXCEEDED,0,0.00%,0.090,4.13671875,,0,0,0,0,0
blistavost,RUNTIME_ERROR,0,8.20%,0.070,0.00390625,,0,0,0,0,0
trokuti,RUNTIME_ERROR,0,0.00%,0.080,2.83984375,,0,0,0,0,0
osobna,ACCEPTED,50,100.00%,0.000,0,,25,15,10,0,0
skokovi,ACCEPTED,70,100.00%,0.150,12.8984375,,20,25,25,0,0
hijerarhija,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0
uciteljica,TIME_LIMIT_EXCEEDED,0,4.92%,5.530,2.421875,,0,0,0,0,0
zbunjenost,RUNTIME_ERROR,15,33.87%,0.120,23.515625,,0,0,0,15,0
TOTAL,,358,26.87%,,,16.00%,,,,,
