problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7,subtask_8
2024-open-t1_Examination_2,TIME_LIMIT_EXCEEDED,20,61.47%,2.460,77.640625,,0,20,0,0,0,0,0,0
2024-open-t2_Heat_Stroke,RUNTIME_ERROR,6,36.57%,0.080,1.60546875,,6,0,0,0,0,0,0,0
2024-open-t3_Library_3,RUNTIME_ERROR,0,6.67%,0.050,0.65625,,0,0,0,0,0,0,0,0
2024-sp_Fish_3,RUNTIME_ERROR,0,9.21%,0.140,25.27734375,,0,0,0,0,0,0,0,0
2024-sp_Ski_2,RUNTIME_ERROR,0,4.20%,0.070,2.06640625,,0,0,0,0,0,0,0,0
2024-sp_Spy_3,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Board_Game,RUNTIME_ERROR,3,8.70%,0.060,5.15625,,3,0,0,0,0,0,0,0
2024-sp_Tricolor_Lights,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Growing_Vegetables_is_Fun_5,TIME_LIMIT_EXCEEDED,9,71.43%,5.990,21.921875,,4,5,0,0,0,0,0,0
2024-sp_Card_Collection,RUNTIME_ERROR,0,6.06%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_JOI_Tour,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-sp_Tower,RUNTIME_ERROR,0,0.00%,0.070,3.09765625,,0,0,0,0,0,0,0,0
2024-sp_Escape_Route_2,TIME_LIMIT_EXCEEDED,14,46.79%,2.410,709.5078125,,6,8,0,0,0,0,0,0
2024-sp_Island_Hopping,RUNTIME_ERROR,2,3.45%,0.350,4.12109375,,2,0,0,0,0,0,0,0
2024-sp_Table_Tennis,RUNTIME_ERROR,5,44.35%,0.130,25.53515625,,5,0,0,0,0,0,0,0
2024-ho-t1_Room_Temperature,ACCEPTED,100,100.00%,0.110,5.16796875,,15,5,30,35,15,0,0,0
2024-ho-t2_Construction_Project_2,ACCEPTED,100,100.00%,0.210,25.62890625,,8,16,29,47,0,0,0,0
2024-ho-t3_Marathon_Race_2,RUNTIME_ERROR,7,58.82%,0.000,0,,7,0,0,0,0,0,0,0
2024-ho-t4_Gift_Exchange,RUNTIME_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
2024-ho-t5_Road_Service_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0,0
TOTAL,,266,27.89%,,,10.00%,,,,,,,,
