problem,status,score,%test passed,time,memory,pass_rate,subtask_1,subtask_2,subtask_3,subtask_4,subtask_5,subtask_6,subtask_7
2023-open-t1_Ancient_Machine_2,RUNTIME_ERROR,0,0.00%,0.020,1.484375,,0,0,0,0,0,0,0
2023-open-t2_Cell_Automaton,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-open-t3_Garden,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Two_Currencies,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Festivals_in_JOI_Kingdom_2,RUNTIME_ERROR,0,24.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Passport,RUNTIME_ERROR,0,9.43%,0.020,0,,0,0,0,0,0,0,0
2023-sp_Belt_Conveyor,RUNTIME_ERROR,1,12.90%,0.550,6.171875,,1,0,0,0,0,0,0
2023-sp_Council,TIME_LIMIT_EXCEEDED,0,5.61%,3.610,4.6484375,,0,0,0,0,0,0,0
2023-sp_Mizuyokan_2,RUNTIME_ERROR,0,0.00%,0.050,2.328125,,0,0,0,0,0,0,0
2023-sp_Chorus,RUNTIME_ERROR,0,6.67%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Cookies,RUNTIME_ERROR,0,8.89%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Tourism,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Super_Dango_Maker,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Security_Guard,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-sp_Bitaro’s_travel,TIME_LIMIT_EXCEEDED,5,56.82%,2.420,2.84765625,,5,0,0,0,0,0,0
2023-ho-t1_Stone_Arranging_2,RUNTIME_ERROR,0,32.10%,0.020,0.00390625,,0,0,0,0,0,0,0
2023-ho-t2_Advertisement_2,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t3_Maze,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t4_Cat_Exercise,COMPILATION_ERROR,0,0.00%,0.000,0,,0,0,0,0,0,0,0
2023-ho-t5_Modern_Machine,RUNTIME_ERROR,0,7.25%,0.050,3.09765625,,0,0,0,0,0,0,0
TOTAL,,6,8.18%,,,0.00%,,,,,,,
